"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"259","Turkic","vicdanı",1,7,"Turkish",0.000561167227833895,5,5
"260","Turkic","isyana",1,6,"Turkish",0.000561167227833895,5,5
"261","Turkic","sevkeden",1,8,"Turkish",0.000561167227833895,9,5
"262","Turkic","vah",1,3,"Turkish",0.000561167227833895,3,5
"263","Turkic","şiliklere",1,9,"Turkish",0.000561167227833895,5,5
"264","Turkic","sebep",1,5,"Turkish",0.000561167227833895,11,5
"265","Turkic","olmu",1,4,"Turkish",0.000561167227833895,3,5
"266","Turkic","deh",1,3,"Turkish",0.000561167227833895,6,5
"267","Turkic","şetten",1,6,"Turkish",0.000561167227833895,7,5
"268","Turkic","yoksulluktan",1,12,"Turkish",0.000561167227833895,6,5
"269","Turkic","kurtulmu",1,8,"Turkish",0.000561167227833895,9,5
"270","Turkic","içinde",1,6,"Turkish",0.000561167227833895,11,5
"271","Turkic","öz",1,2,"Turkish",0.000561167227833895,6,5
"272","Turkic","inanma",1,6,"Turkish",0.000561167227833895,12,5
"273","Turkic","sahip",1,5,"Turkish",0.000561167227833895,8,5
"274","Turkic","olacaklar",1,9,"Turkish",0.000561167227833895,6,5
"275","Turkic","dünyan",1,6,"Turkish",0.000561167227833895,8,5
"276","Turkic","kurulmas",1,8,"Turkish",0.000561167227833895,5,5
"277","Turkic","en",1,2,"Turkish",0.000561167227833895,3,5
"278","Turkic","çları",1,5,"Turkish",0.000561167227833895,3,5
"279","Turkic","oralak",1,6,"Turkish",0.000561167227833895,9,5
"280","Turkic","edilmi",1,6,"Turkish",0.000561167227833895,8,5
"281","Turkic","i̇nsanin",1,8,"Turkish",0.000561167227833895,8,5
"282","Turkic","bask",1,4,"Turkish",0.000561167227833895,7,5
"283","Turkic","ıya",1,3,"Turkish",0.000561167227833895,9,5
"284","Turkic","çare",1,4,"Turkish",0.000561167227833895,3,5
"285","Turkic","ayaklanmaya",1,11,"Turkish",0.000561167227833895,9,5
"286","Turkic","mecbur",1,6,"Turkish",0.000561167227833895,3,5
"287","Turkic","kalmamas",1,8,"Turkish",0.000561167227833895,4,5
"288","Turkic","rejimi",1,6,"Turkish",0.000561167227833895,8,5
"289","Turkic","esasl",1,5,"Turkish",0.000561167227833895,3,5
"290","Turkic","Uluslararas",1,11,"Turkish",0.000561167227833895,5,5
"291","Turkic","dost",1,4,"Turkish",0.000561167227833895,2,5
"292","Turkic","ça",1,2,"Turkish",0.000561167227833895,6,5
"293","Turkic","ilişkiler",1,9,"Turkish",0.000561167227833895,4,5
"294","Turkic","ştirilmesini",1,12,"Turkish",0.000561167227833895,8,5
"295","Turkic","etmenin",1,7,"Turkish",0.000561167227833895,7,5
"296","Turkic","esaslı",1,6,"Turkish",0.000561167227833895,8,5
"297","Turkic","antla",1,5,"Turkish",0.000561167227833895,5,5
"298","Turkic","şmada",1,5,"Turkish",0.000561167227833895,6,5
"299","Turkic","ğerine",1,6,"Turkish",0.000561167227833895,8,5
"300","Turkic","ınların",1,7,"Turkish",0.000561167227833895,8,5
"301","Turkic","eşitliğ",1,7,"Turkish",0.000561167227833895,6,5
"302","Turkic","ine",1,3,"Turkish",0.000561167227833895,4,5
"303","Turkic","imanlar",1,7,"Turkish",0.000561167227833895,6,5
"304","Turkic","kere",1,4,"Turkish",0.000561167227833895,4,5
"305","Turkic","ilerlemeyi",1,10,"Turkish",0.000561167227833895,7,5
"306","Turkic","kolayla",1,7,"Turkish",0.000561167227833895,6,5
"307","Turkic","ştırmaya",1,8,"Turkish",0.000561167227833895,15,5
"308","Turkic","geni",1,4,"Turkish",0.000561167227833895,5,5
"309","Turkic","içerisinde",1,10,"Turkish",0.000561167227833895,5,5
"310","Turkic","iyi",1,3,"Turkish",0.000561167227833895,5,5
"311","Turkic","karar",1,5,"Turkish",0.000561167227833895,6,5
"312","Turkic","verdiklerini",1,12,"Turkish",0.000561167227833895,5,5
"313","Turkic","beyan",1,5,"Turkish",0.000561167227833895,6,5
"314","Turkic","bulunmalar",1,10,"Turkish",0.000561167227833895,2,5
"315","Turkic","şkilat",1,6,"Turkish",0.000561167227833895,2,5
"316","Turkic","ederek",1,6,"Turkish",0.000561167227833895,2,5
"317","Turkic","dünyada",1,7,"Turkish",0.000561167227833895,4,5
"318","Turkic","saygı",1,5,"Turkish",0.000561167227833895,4,5
"319","Turkic","gösterilmesinin",1,15,"Turkish",0.000561167227833895,7,5
"320","Turkic","teminini",1,8,"Turkish",0.000561167227833895,11,5
"321","Turkic","herkesçe",1,8,"Turkish",0.000561167227833895,6,5
"322","Turkic","aynı",1,4,"Turkish",0.000561167227833895,6,5
"323","Turkic","anla",1,4,"Turkish",0.000561167227833895,8,5
"324","Turkic","şılmas",1,6,"Turkish",0.000561167227833895,3,5
"325","Turkic","yukar",1,5,"Turkish",0.000561167227833895,6,5
"326","Turkic","ıdaki",1,5,"Turkish",0.000561167227833895,8,5
"327","Turkic","dün",1,3,"Turkish",0.000561167227833895,3,5
"328","Turkic","getirilmesi",1,11,"Turkish",0.000561167227833895,5,5
"329","Turkic","derece",1,6,"Turkish",0.000561167227833895,5,5
"330","Turkic","önemli",1,6,"Turkish",0.000561167227833895,5,5
